,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,Age,Annee_travail,Percent_credit_revenu,Percent_loyer_revenu,Duree
1201,101416,0,Cash loans,F,N,Y,67500.0,797557.5,26487.0,688500.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.6116834442283942,0.7366226976503176,0.0,0,60.490410958904114,,11.815666666666667,0.3924,0.03321014472310774
1202,101417,0,Cash loans,F,N,Y,103500.0,286704.0,20520.0,247500.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,0,0,3.0,,0.4490474905798633,0.5744466170995097,-1640.0,1,46.78356164383562,3.0,2.770086956521739,0.19826086956521735,0.07157207433450527
1203,101418,0,Cash loans,M,Y,N,156600.0,450000.0,41773.5,450000.0,Commercial associate,Higher education,Civil marriage,1,1,1,1,0,0,2.0,0.2591879612615493,0.0065730202121243655,,-19.0,0,23.53972602739726,0.0,2.8735632183908044,0.2667528735632184,0.09283
1204,101419,0,Cash loans,M,Y,N,126000.0,425133.0,13018.5,351000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,4.0,,0.7421794020832672,0.6769925032909132,-348.0,0,47.24109589041096,,3.3740714285714284,0.10332142857142858,0.030622181764294938
1205,101420,1,Cash loans,M,Y,N,180000.0,972000.0,28417.5,972000.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,4.0,,0.26279181377491123,0.2366108235287817,-40.0,1,41.435616438356156,2.0,5.4,0.157875,0.029236111111111112
1206,101421,0,Cash loans,F,N,Y,135000.0,675000.0,28728.0,675000.0,Working,Secondary / secondary special,Civil marriage,1,1,1,1,0,0,3.0,,0.6945700582821578,0.5226973172821112,-2235.0,1,31.21095890410959,4.0,5.0,0.2128,0.04256
1207,101422,0,Cash loans,M,Y,Y,225000.0,948582.0,33736.5,679500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.12705334213363625,0.07408215982783402,0.6706517530862718,-25.0,1,24.528767123287672,1.0,4.21592,0.14994000000000002,0.035565190990341375
1208,101423,0,Cash loans,M,N,Y,112500.0,598486.5,21627.0,454500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.26032522873767205,,0.0,1,53.1068493150685,0.0,5.31988,0.19224000000000002,0.03613615344707023
1209,101424,0,Revolving loans,M,N,Y,360000.0,855000.0,42750.0,855000.0,State servant,Higher education,Civil marriage,1,1,0,1,0,0,3.0,0.5462752373960701,0.6821778499962953,0.33125086459090186,-347.0,0,41.25753424657535,17.0,2.375,0.11875,0.05
1210,101425,0,Cash loans,M,Y,Y,157500.0,1012500.0,29736.0,1012500.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,,0.7097595869380648,0.6754132910917112,-2863.0,1,45.52602739726027,0.0,6.428571428571429,0.1888,0.02936888888888889
1211,101430,0,Cash loans,F,N,N,247500.0,675000.0,28728.0,675000.0,Pensioner,Secondary / secondary special,Widow,1,0,0,1,0,0,1.0,,0.6416964566416712,0.7544061731797895,-2104.0,0,60.73972602739726,,2.727272727272727,0.11607272727272727,0.04256
1212,101431,0,Cash loans,F,N,Y,292500.0,746280.0,54436.5,675000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,3.0,0.4280958816020933,0.7311813192144071,0.13510601574017175,-630.0,1,38.17260273972602,4.0,2.551384615384616,0.1861076923076923,0.07294380125422094
1213,101432,0,Cash loans,F,Y,Y,157500.0,629325.0,30406.5,562500.0,Working,Higher education,Civil marriage,1,1,0,1,0,1,2.0,,0.4049442607189263,0.6413682574954046,-330.0,1,36.23561643835617,4.0,3.9957142857142856,0.19305714285714284,0.048316052913836255
1214,101433,0,Cash loans,F,N,Y,315000.0,751500.0,27121.5,751500.0,Pensioner,Higher education,Married,1,0,0,1,0,0,2.0,0.7481824169903974,0.6366835406653624,0.6313545365850379,-1078.0,1,58.698630136986296,,2.3857142857142857,0.0861,0.03608982035928144
1215,101435,0,Cash loans,F,N,N,292500.0,427500.0,21955.5,427500.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,1,2.0,0.6782958343448952,0.4101978816987771,0.24318648044201235,-2011.0,1,64.95890410958904,,1.4615384615384617,0.07506153846153846,0.0513578947368421
1216,101436,0,Revolving loans,F,Y,Y,112500.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,4.0,0.4244726488565376,0.474466377495503,,-1302.0,0,29.558904109589037,3.0,1.6,0.08,0.05
1217,101437,0,Cash loans,F,Y,Y,315000.0,1575000.0,64998.0,1575000.0,Commercial associate,Higher education,Separated,1,1,1,1,1,0,1.0,0.6558178855582487,0.7533106081237968,0.4135967602644276,-1957.0,1,39.76438356164383,6.0,5.0,0.20634285714285716,0.04126857142857143
1218,101438,0,Cash loans,F,N,Y,112500.0,436032.0,34578.0,360000.0,Working,Secondary / secondary special,Married,1,1,0,1,1,1,3.0,0.25283242505394066,0.4434762887437171,,-702.0,1,26.34246575342466,3.0,3.87584,0.30735999999999997,0.07930151915455746
1219,101439,0,Cash loans,F,N,Y,202500.0,1350000.0,51552.0,1350000.0,Working,Secondary / secondary special,Widow,1,1,0,1,0,0,1.0,0.7354394432542947,0.6292666032117074,0.5460231970049609,-653.0,1,52.134246575342466,9.0,6.666666666666668,0.2545777777777778,0.03818666666666667
1220,101441,0,Cash loans,F,N,Y,180000.0,225000.0,17905.5,225000.0,Working,Incomplete higher,Widow,1,1,0,1,0,0,2.0,0.27262373846685384,0.6393400306135488,0.2176285202779586,-2042.0,1,31.997260273972607,3.0,1.25,0.099475,0.07958
1221,101442,0,Cash loans,F,N,N,36000.0,900000.0,26311.5,900000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.6413243111752849,0.7338145369642702,-1577.0,1,55.87671232876714,,25.0,0.730875,0.029235
1222,101443,0,Cash loans,M,Y,Y,90000.0,536917.5,21685.5,463500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,,0.728538379847832,,-499.0,1,32.96986301369863,2.0,5.96575,0.24095,0.04038888656078448
1223,101444,1,Cash loans,M,N,N,99000.0,810000.0,34317.0,810000.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,,0.3628395355966315,0.10547318648733764,-539.0,1,27.846575342465755,1.0,8.181818181818182,0.34663636363636363,0.04236666666666666
1224,101445,0,Cash loans,M,N,Y,180000.0,271066.5,19408.5,234000.0,Working,Higher education,Single / not married,1,1,0,1,0,0,1.0,0.11648222417937007,0.3417375385894628,,-434.0,1,23.279452054794522,0.0,1.505925,0.107825,0.07160051131364444
1225,101446,0,Revolving loans,F,N,N,112500.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,0,0,1.0,0.4280958816020933,0.6384218199470444,,-712.0,0,22.624657534246573,3.0,2.4,0.12,0.05
1226,101447,0,Cash loans,F,N,N,292500.0,336370.5,36225.0,319500.0,Commercial associate,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,0.28269470008510056,0.2498387187994675,0.5531646987710016,-2051.0,1,38.44931506849315,5.0,1.1499846153846154,0.12384615384615386,0.10769374841135
1227,101450,0,Cash loans,M,Y,N,135000.0,1281672.0,37606.5,1003500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,,0.6164304954233273,0.6594055320683344,0.0,1,34.652054794520545,7.0,9.493866666666667,0.2785666666666667,0.029341750463457113
1228,101451,0,Cash loans,F,Y,Y,90000.0,203760.0,11826.0,180000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,4.0,0.6205839038277909,0.22361976625184224,,-914.0,1,37.86849315068493,19.0,2.2640000000000002,0.1314,0.05803886925795052
1229,101452,0,Cash loans,F,Y,Y,180000.0,253737.0,26775.0,229500.0,Commercial associate,Secondary / secondary special,Single / not married,1,1,0,1,1,0,2.0,0.4323775617341099,0.6610446138939915,0.5762088360175724,-632.0,1,28.41917808219178,1.0,1.40965,0.14875,0.10552264746568298
1230,101453,0,Cash loans,M,Y,Y,270000.0,485640.0,44671.5,450000.0,Working,Higher education,Single / not married,1,1,0,1,0,0,1.0,,0.5242667533328792,0.10547318648733764,-305.0,0,55.273972602739725,5.0,1.7986666666666666,0.16545,0.09198480355819123
1231,101454,0,Cash loans,F,N,Y,135000.0,593010.0,17469.0,495000.0,Pensioner,Secondary / secondary special,Civil marriage,1,0,0,1,0,0,2.0,0.6538198851025006,0.14048825738995155,0.7091891096653581,0.0,0,60.70958904109589,,4.392666666666667,0.1294,0.02945818788890575
1232,101455,0,Cash loans,F,Y,N,157500.0,1051245.0,37372.5,877500.0,Commercial associate,Incomplete higher,Married,1,1,0,1,0,0,3.0,0.321504659374288,0.3342709979924265,0.4329616670974407,-755.0,1,26.82191780821918,2.0,6.674571428571428,0.2372857142857143,0.035550704165061425
1233,101456,0,Cash loans,F,N,N,112500.0,382500.0,25033.5,382500.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,1,0,1.0,,0.4167259306843416,,-558.0,1,45.1945205479452,4.0,3.4,0.22252,0.06544705882352941
1234,101457,0,Cash loans,M,Y,Y,180000.0,156384.0,16969.5,135000.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,0.24276805062572146,0.4333011203239471,0.5424451438613613,-784.0,0,50.50684931506849,3.0,0.8688,0.094275,0.10851174033149172
1235,101458,1,Cash loans,M,N,N,202500.0,479637.0,38025.0,396000.0,Working,Higher education,Married,1,1,0,1,0,0,2.0,,0.14283340139909326,0.190705947811054,-139.0,0,24.67397260273973,3.0,2.3685777777777783,0.18777777777777774,0.07927870452029348
1236,101459,0,Cash loans,F,N,Y,112500.0,971280.0,54364.5,900000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.5464076106429163,,-872.0,1,47.97808219178082,7.0,8.6336,0.48323999999999995,0.055972016308376574
1237,101460,0,Cash loans,F,N,Y,85500.0,454500.0,23337.0,454500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.5911647410853549,,-1530.0,1,46.282191780821925,0.0,5.315789473684211,0.2729473684210526,0.051346534653465344
1238,101461,0,Cash loans,M,Y,Y,810000.0,661500.0,37066.5,661500.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,0.8277403219988535,0.6293074142204605,0.5937175866150576,-1695.0,0,59.63287671232878,13.0,0.8166666666666667,0.04576111111111112,0.056034013605442176
1239,101462,0,Cash loans,M,N,Y,81000.0,227520.0,18103.5,180000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,0.11618598615021332,0.7409263037438747,0.524496446363472,-2170.0,1,27.457534246575346,3.0,2.8088888888888888,0.2235,0.07956882911392403
1240,101463,0,Cash loans,M,Y,N,202500.0,1132573.5,37561.5,927000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.25954624620893585,0.6391937903465962,0.8482442999507556,-390.0,1,38.92054794520548,15.0,5.592955555555554,0.1854888888888889,0.03316473500395339
1241,101464,0,Cash loans,M,Y,Y,315000.0,323388.0,32116.5,292500.0,Working,Higher education,Married,1,1,0,1,1,0,3.0,0.7847176007456663,0.5405969548573352,0.5370699579791587,-1169.0,1,48.20821917808219,3.0,1.0266285714285714,0.10195714285714286,0.09931259044862517
1242,101466,0,Revolving loans,F,Y,Y,90000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.19915919924023606,0.4676557566652779,0.6817058776720116,-530.0,0,24.53972602739726,2.0,2.0,0.1,0.05
1243,101468,0,Cash loans,M,Y,N,247891.5,2254500.0,65988.0,2254500.0,Working,Higher education,Married,1,1,1,1,0,0,3.0,0.23661145625810265,0.5403254000630133,,-2531.0,0,31.126027397260273,3.0,9.094704739775263,0.2661971063953383,0.02926946107784431
1244,101469,0,Cash loans,F,N,Y,225000.0,382500.0,13738.5,382500.0,Commercial associate,Secondary / secondary special,Single / not married,1,1,0,1,1,0,1.0,,0.2653117484731741,0.5954562029091491,-1478.0,0,61.34794520547946,13.0,1.7,0.06106,0.035917647058823526
1245,101470,0,Cash loans,M,Y,Y,225000.0,1051789.5,41841.0,967500.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.7737982887854695,,-929.0,0,59.64383561643836,3.0,4.67462,0.18596,0.039780773624380164
1246,101471,0,Cash loans,F,N,Y,180000.0,675000.0,28728.0,675000.0,Commercial associate,Higher education,Civil marriage,1,1,0,1,0,1,2.0,0.7910605671901674,0.6758294163726332,0.2793353208976285,-522.0,1,49.79178082191781,1.0,3.75,0.1596,0.04256
1247,101473,0,Cash loans,F,N,Y,67500.0,508495.5,21541.5,454500.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,4.0,,0.316892141648362,0.622922000268356,-2130.0,1,36.890410958904106,11.0,7.533266666666668,0.3191333333333333,0.042363206754042065
1248,101474,1,Cash loans,F,Y,Y,225000.0,576072.0,26986.5,405000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.31741903382018555,0.6657177562802077,,0.0,1,36.3041095890411,2.0,2.56032,0.11994,0.04684570678665167
1249,101475,0,Cash loans,F,N,N,67500.0,95940.0,9472.5,90000.0,Pensioner,Secondary / secondary special,Widow,1,0,0,1,1,0,1.0,,0.5697445889788223,0.6023863442690867,-1833.0,0,60.249315068493146,,1.4213333333333331,0.14033333333333334,0.09873358348968103
1250,101476,0,Cash loans,M,Y,N,135000.0,508495.5,24592.5,454500.0,Working,Lower secondary,Married,1,1,0,1,0,0,5.0,0.3462492467999589,0.3160123283133462,0.3723336657058204,-1687.0,1,44.45753424657535,6.0,3.7666333333333335,0.18216666666666667,0.0483632598518571
1251,101477,0,Cash loans,F,Y,Y,180000.0,1506816.0,49927.5,1350000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.6992076607083753,,-701.0,1,43.682191780821924,0.0,8.3712,0.277375,0.033134437117737
1252,101479,0,Cash loans,M,Y,Y,202500.0,1223010.0,51948.0,1125000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.2920532472095521,0.4740512892789932,0.0,0,62.76438356164383,,6.0395555555555545,0.2565333333333333,0.042475531680035324
1253,101480,0,Cash loans,M,Y,Y,89100.0,560664.0,18085.5,468000.0,Working,Secondary / secondary special,Civil marriage,1,1,1,1,0,0,2.0,0.4827836300837812,0.6573897028932859,,0.0,1,49.50136986301371,3.0,6.2925252525252535,0.202979797979798,0.03225728778733787
1254,101481,0,Cash loans,M,Y,Y,270000.0,942300.0,36643.5,675000.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,,0.7451889279329603,0.3123653692278984,-1785.0,1,35.0,4.0,3.49,0.13571666666666668,0.0388872970391595
1255,101482,0,Cash loans,M,Y,N,211500.0,1515415.5,41670.0,1354500.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,0.43827475116244974,0.7087585167922776,0.633031641417419,-1058.0,1,51.52054794520548,3.0,7.165085106382978,0.19702127659574467,0.027497409126407902
1256,101483,0,Cash loans,F,N,N,157500.0,640080.0,20227.5,450000.0,Working,Higher education,Married,1,1,0,1,1,0,2.0,,0.42453827873019895,0.2176285202779586,-3123.0,1,45.64383561643836,5.0,4.064,0.12842857142857142,0.03160151856017998
1257,101484,1,Cash loans,F,N,Y,135000.0,645048.0,35122.5,513000.0,Commercial associate,Higher education,Married,1,1,0,1,1,0,3.0,,0.2928858620899997,0.3280631605201915,0.0,1,39.704109589041096,6.0,4.778133333333333,0.26016666666666666,0.054449436321017966
1258,101485,0,Cash loans,F,Y,Y,180000.0,557770.5,23629.5,481500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.3719247462489171,0.6083019440819857,0.5656079814115492,-1683.0,1,31.301369863013697,6.0,3.098725,0.131275,0.042364198178283005
1259,101486,0,Cash loans,M,Y,Y,157500.0,225000.0,10489.5,225000.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,2.0,,0.5133925735524209,0.7016957740576931,-1541.0,1,29.928767123287674,6.0,1.4285714285714286,0.0666,0.04662
1260,101487,0,Cash loans,F,N,Y,67500.0,945000.0,27760.5,945000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.6646560530991299,0.3893387918468769,0.0,1,50.950684931506856,3.0,14.0,0.41126666666666667,0.029376190476190483
1261,101488,0,Cash loans,F,N,N,247500.0,781920.0,25969.5,675000.0,Working,Secondary / secondary special,Civil marriage,1,1,0,1,0,0,2.0,,0.68403346670012,0.5762088360175724,-1594.0,1,52.909589041095884,1.0,3.1592727272727275,0.10492727272727273,0.033212476979742174
1262,101489,0,Cash loans,M,N,Y,180000.0,152820.0,18265.5,135000.0,State servant,Secondary / secondary special,Married,1,1,0,1,1,0,3.0,,0.12554493030543587,,-344.0,1,32.55068493150685,7.0,0.8490000000000001,0.101475,0.11952296819787984
1263,101490,0,Cash loans,M,N,Y,135000.0,229230.0,24817.5,202500.0,Commercial associate,Higher education,Married,1,1,0,1,0,0,2.0,0.7387386444578554,0.6141115039710611,0.7076993447402619,-581.0,1,51.336986301369855,13.0,1.6980000000000002,0.18383333333333327,0.10826462504907734
1264,101491,0,Cash loans,M,N,Y,135000.0,291384.0,20853.0,270000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.2783398881707161,0.6066229205460056,0.6178261467332483,-827.0,1,38.271232876712325,20.0,2.1584,0.15446666666666667,0.07156535705460836
1265,101492,0,Cash loans,F,N,N,58500.0,277969.5,9981.0,229500.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.3763760706133636,0.5832379256761245,-427.0,1,57.273972602739725,,4.751615384615385,0.1706153846153846,0.03590681711482735
1266,101493,0,Cash loans,M,Y,Y,315000.0,1078200.0,34911.0,900000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,0.3739671201663825,0.742848329474871,0.7597121819739279,-1520.0,0,42.057534246575344,5.0,3.4228571428571435,0.11082857142857144,0.032378964941569284
1267,101494,0,Cash loans,F,N,Y,67500.0,906228.0,46399.5,810000.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.6168178210211221,0.5195415432274064,0.4525335592581747,-119.0,1,39.23561643835617,3.0,13.4256,0.6874,0.051200691216779885
1268,101495,1,Cash loans,F,N,N,81000.0,450000.0,27193.5,450000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.7653061582110295,0.3740208032583212,-569.0,1,41.47397260273973,1.0,5.5555555555555545,0.3357222222222222,0.06043
1269,101496,0,Cash loans,F,N,Y,135000.0,50940.0,5616.0,45000.0,Pensioner,Secondary / secondary special,Widow,1,0,0,1,0,0,1.0,0.822379506872022,0.6792978099219915,0.6940926425266661,-273.0,0,67.52328767123288,,0.37733333333333335,0.0416,0.11024734982332156
1270,101498,0,Cash loans,M,N,N,236799.0,1350000.0,37255.5,1350000.0,Working,Higher education,Married,1,1,1,1,0,0,4.0,,0.7468338669124677,0.4902575124990026,-2.0,0,32.04657534246575,11.0,5.701037588841169,0.1573296339933868,0.02759666666666666
1271,101499,0,Cash loans,F,N,N,76500.0,187704.0,11992.5,148500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.6391181555402181,0.6056832342616917,0.38079968264891495,-1646.0,1,38.44383561643836,1.0,2.4536470588235293,0.15676470588235294,0.06389048714998083
1272,101500,0,Cash loans,F,N,N,180000.0,814041.0,23931.0,679500.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.507365259105296,,-1405.0,1,48.26027397260274,2.0,4.52245,0.13295,0.02939778217559066
1273,101501,0,Cash loans,F,N,Y,112500.0,325377.0,38745.0,301500.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,4.0,0.4792154329760153,0.3006391609173642,0.3979463219016906,-1488.0,1,34.51506849315069,13.0,2.89224,0.3444,0.1190772549995851
1274,101502,0,Cash loans,F,Y,N,225000.0,1467612.0,56029.5,1350000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.6561425439005831,,-423.0,1,61.2958904109589,,6.52272,0.24902,0.0381773247970172
1275,101503,0,Cash loans,F,N,Y,67500.0,76410.0,7686.0,67500.0,Working,Secondary / secondary special,Widow,1,1,1,1,1,0,1.0,,0.6174950494882023,0.6610235391308081,-147.0,1,61.43561643835615,29.0,1.1320000000000001,0.11386666666666667,0.1005889281507656
1276,101505,0,Cash loans,F,N,Y,180000.0,639000.0,32625.0,639000.0,Commercial associate,Secondary / secondary special,Civil marriage,1,1,0,1,0,0,2.0,0.25603850680440793,0.5630799723748082,0.2650494299443805,-521.0,1,32.512328767123286,0.0,3.55,0.18125,0.051056338028169015
1277,101506,0,Cash loans,M,N,Y,121500.0,178290.0,20245.5,157500.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,0,0,1.0,,0.08063377695860273,,-4.0,1,22.558904109589037,2.0,1.4674074074074075,0.16662962962962966,0.1135537607269056
1278,101507,0,Cash loans,F,N,N,112500.0,787131.0,30631.5,679500.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,,0.6221840920075935,,-782.0,1,48.04657534246575,1.0,6.99672,0.27228,0.03891537749116729
1279,101508,0,Cash loans,M,Y,Y,157500.0,239850.0,23850.0,225000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,0.4517482845334529,0.7272043064602596,0.7801436381572275,-1167.0,0,53.750684931506854,,1.522857142857143,0.15142857142857144,0.09943714821763602
1280,101509,0,Revolving loans,F,N,Y,90000.0,225000.0,11250.0,225000.0,Pensioner,Higher education,Widow,1,0,0,1,1,0,1.0,,0.5913866989491036,,-547.0,0,62.767123287671225,,2.5,0.125,0.05
1281,101510,0,Cash loans,M,N,Y,202500.0,1080000.0,35824.5,1080000.0,Commercial associate,Higher education,Married,1,1,0,1,1,1,2.0,0.43029392335813,0.5837507114360276,0.82872883245649,-846.0,1,43.049315068493144,0.0,5.333333333333333,0.1769111111111111,0.03317083333333333
1282,101511,0,Cash loans,F,N,Y,67500.0,511249.5,21789.0,382500.0,Pensioner,Secondary / secondary special,Civil marriage,1,0,0,1,0,0,2.0,,0.15426542413276212,0.722392890081304,-526.0,0,61.197260273972596,,7.574066666666668,0.3228,0.04261911258592918
1283,101512,0,Cash loans,M,Y,Y,135000.0,990000.0,29074.5,990000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.6195073754332807,0.0005272652387098817,-878.0,1,48.53150684931507,0.0,7.333333333333332,0.21536666666666668,0.029368181818181818
1284,101513,0,Revolving loans,F,Y,N,135000.0,202500.0,10125.0,202500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.5131838943557144,0.5359229885678567,0.511891801533151,-1750.0,0,42.205479452054796,5.0,1.5,0.075,0.05
1285,101514,0,Cash loans,F,N,N,126000.0,391090.5,23760.0,297000.0,State servant,Higher education,Widow,1,1,0,1,0,0,1.0,0.5193494720216686,0.42671407077517226,0.5136937663039473,-1096.0,1,50.47671232876712,4.0,3.103892857142857,0.18857142857142856,0.060753201624687884
1286,101515,1,Cash loans,F,N,Y,112500.0,152820.0,11205.0,135000.0,Working,Higher education,Married,1,1,1,1,1,1,4.0,0.4709888066182148,0.4532709553587574,0.1419915427739129,-528.0,1,28.282191780821925,6.0,1.3584,0.0996,0.07332155477031801
1287,101516,1,Cash loans,F,N,Y,90000.0,390447.0,18333.0,274500.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,0,0,1.0,,0.2342569288513581,0.4418358231994413,-5.0,1,27.594520547945205,4.0,4.3383,0.2037,0.04695387594218934
1288,101517,0,Cash loans,M,Y,N,270000.0,1080000.0,38790.0,1080000.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,2.0,0.5106439831492513,0.6360510101241702,0.4848514754962666,-854.0,1,48.43287671232878,14.0,4.0,0.14366666666666664,0.03591666666666666
1289,101518,0,Cash loans,F,Y,Y,126000.0,900000.0,32017.5,900000.0,State servant,Secondary / secondary special,Married,1,1,0,1,0,0,4.0,0.31035086587375604,0.5991153991557476,,-2084.0,1,29.12054794520548,1.0,7.142857142857142,0.2541071428571429,0.035575
1290,101519,0,Cash loans,F,Y,Y,103500.0,544491.0,17563.5,454500.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.7853326187589895,0.6161216908872079,-812.0,1,56.06849315068493,,5.260782608695653,0.16969565217391305,0.032256731516223415
1291,101520,0,Cash loans,M,N,Y,157500.0,516069.0,26347.5,445500.0,Working,Secondary / secondary special,Married,1,1,1,1,1,1,2.0,0.283013867397372,0.5659936562921726,0.2650494299443805,-1252.0,1,28.232876712328768,7.0,3.2766285714285712,0.1672857142857143,0.05105421949390489
1292,101521,0,Cash loans,F,Y,Y,180000.0,1185120.0,39298.5,900000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.5152497910240486,0.3506958432829587,0.0,1,40.88493150684931,3.0,6.584,0.218325,0.033159933171324416
1293,101522,0,Cash loans,M,N,Y,157500.0,760225.5,30150.0,679500.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,0,0,2.0,0.20796885900830994,0.6748609164998034,0.4525335592581747,-848.0,1,38.96438356164384,3.0,4.826828571428571,0.19142857142857145,0.03965928530416304
1294,101523,0,Cash loans,F,N,Y,135000.0,505642.5,25947.0,436500.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,0.6490489053468979,0.7583590412910013,,-916.0,1,47.33424657534246,5.0,3.7455,0.1922,0.0513149112268055
1295,101524,0,Cash loans,F,N,N,202500.0,685012.5,29151.0,553500.0,State servant,Higher education,Married,1,1,0,1,0,0,2.0,,0.5324187661622312,0.6894791426446275,-570.0,1,46.95890410958904,11.0,3.3827777777777777,0.14395555555555556,0.042555427820660206
1296,101525,0,Cash loans,F,N,N,135000.0,900000.0,26446.5,900000.0,Pensioner,Secondary / secondary special,Single / not married,1,0,0,1,0,0,1.0,0.6374467028685996,0.7647833718548481,0.5406544504453575,-1627.0,1,54.049315068493144,,6.666666666666668,0.1959,0.029385
1297,101526,0,Cash loans,M,N,N,96453.0,152820.0,14418.0,135000.0,Working,Secondary / secondary special,Single / not married,1,1,1,1,0,0,1.0,0.3699054784037737,0.4428988831410294,0.3876253444214701,-1.0,0,33.33424657534247,0.0,1.5843986190165158,0.14948213119343098,0.09434628975265018
1298,101527,0,Cash loans,F,N,Y,76500.0,722394.0,23301.0,603000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.3101760593582576,0.7352209993926424,0.0,1,52.14246575342465,5.0,9.443058823529412,0.3045882352941177,0.032255251289462536
1299,101528,0,Cash loans,F,N,Y,67500.0,107820.0,7668.0,90000.0,Pensioner,Secondary / secondary special,Widow,1,0,0,1,0,0,1.0,,0.13165804608014345,,-1498.0,0,65.66575342465754,,1.5973333333333333,0.1136,0.07111853088480803
1300,101529,0,Cash loans,F,N,Y,225000.0,1288350.0,37800.0,1125000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.5887948945557128,0.09261717137485452,-387.0,1,55.55068493150685,,5.726,0.168,0.029339853300733493
